action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,opponent,remaining_time,2PT Field Goal,3PT Field Goal,Bank Shot,Dunk,Hook Shot,Jump Shot,Layup,Tip Shot,home_court,injury
Jump Shot,Jump Shot,-169,-8,1,0,1998,16,0.0,MIN,330,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,MIN,150,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,196,-12,2,0,1998,19,0.0,MIN,386,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,196,156,3,0,1998,25,0.0,MIN,572,False,True,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,MIN,479,True,False,False,False,False,False,True,False,0,0
Tip Shot,Tip Shot,0,0,4,0,1998,0,0.0,MIN,269,True,False,False,False,False,False,False,True,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,MIN,111,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-89,104,1,0,1998,13,1.0,CLE,480,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-113,1,1,0,1998,11,1.0,CLE,193,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-74,53,1,0,1998,9,0.0,CLE,34,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-3,254,2,0,1998,25,0.0,CLE,523,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,96,119,2,0,1998,15,0.0,CLE,442,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-3,130,3,0,1998,13,1.0,CLE,645,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,25,5,3,0,1998,2,0.0,CLE,512,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,-25,5,3,0,1998,2,0.0,CLE,385,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,169,5,3,0,1998,16,0.0,CLE,307,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,66,10,4,0,1998,6,0.0,CLE,190,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-46,12,4,0,1998,4,1.0,CLE,12,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,10,158,1,0,1998,15,1.0,PHI,657,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-40,196,1,0,1998,20,0.0,PHI,605,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,31,72,1,0,1998,7,1.0,PHI,160,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,16,192,1,0,1998,19,1.0,PHI,106,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-104,265,1,0,1998,28,0.0,PHI,5,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,154,5,2,0,1998,15,0.0,PHI,684,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,PHI,316,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,PHI,72,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,31,259,2,0,1998,26,1.0,PHI,28,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,40,51,3,0,1998,6,0.0,PHI,575,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,175,231,3,0,1998,28,0.0,PHI,58,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-147,-3,4,0,1998,14,1.0,PHI,229,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,-119,106,4,0,1998,15,1.0,PHI,98,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-14,132,1,0,1998,13,1.0,ORL,632,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,171,-14,1,0,1998,17,0.0,ORL,595,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-72,199,1,0,1998,21,0.0,ORL,173,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-130,55,1,0,1998,14,0.0,ORL,12,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,-63,68,2,0,1998,9,0.0,ORL,692,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,113,156,3,0,1998,19,1.0,ORL,665,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,164,68,3,0,1998,17,1.0,ORL,584,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-57,143,3,0,1998,15,1.0,ORL,443,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-164,76,3,0,1998,18,1.0,ORL,412,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,98,93,3,0,1998,13,0.0,ORL,74,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,171,181,4,0,1998,24,1.0,ORL,566,False,True,False,False,False,True,False,False,0,0
Dunk Shot,Dunk,0,0,4,0,1998,0,1.0,ORL,539,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-109,-21,4,0,1998,11,1.0,ORL,459,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-29,181,4,0,1998,18,1.0,ORL,420,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-164,44,4,0,1998,16,1.0,ORL,344,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-29,149,4,0,1998,15,0.0,ORL,303,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,ORL,124,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-158,61,4,0,1998,16,0.0,ORL,85,True,False,False,False,False,True,False,False,0,0
Running Jump Shot,Jump Shot,72,0,1,0,1998,7,1.0,DAL,680,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,1,0,1998,0,1.0,DAL,333,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,-136,76,1,0,1998,15,0.0,DAL,254,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,DAL,157,True,False,False,False,False,False,True,False,0,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,0.0,DAL,115,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,151,111,2,0,1998,18,0.0,DAL,207,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,66,61,3,0,1998,8,0.0,DAL,293,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,DAL,273,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,143,61,3,0,1998,15,1.0,DAL,204,True,False,False,False,False,True,False,False,0,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,DAL,273,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,143,-16,4,0,1998,14,0.0,DAL,208,True,False,False,False,False,True,False,False,0,0
Slam Dunk Shot,Dunk,0,0,4,0,1998,0,0.0,DAL,0,True,False,False,True,False,False,False,False,0,0
Jump Shot,Jump Shot,115,151,1,0,1998,18,0.0,PHX,647,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-48,14,1,0,1998,5,0.0,PHX,435,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,25,1,0,1998,15,0.0,PHX,297,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,85,-8,1,0,1998,8,1.0,PHX,216,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,-42,78,1,0,1998,8,1.0,PHX,100,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,93,113,2,0,1998,14,0.0,PHX,318,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,14,201,2,0,1998,20,1.0,PHX,77,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,100,156,3,0,1998,18,0.0,PHX,680,True,False,False,False,False,True,False,False,1,0
Driving Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,PHX,659,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-106,141,3,0,1998,17,1.0,PHX,541,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,PHX,358,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,136,36,3,0,1998,14,0.0,PHX,289,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,108,42,3,0,1998,11,0.0,PHX,229,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,186,179,3,0,1998,25,0.0,PHX,164,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,0.0,PHX,58,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,0.0,PHX,36,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,PHX,262,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,PHX,172,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,93,244,4,0,1998,26,0.0,PHX,82,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,PHX,59,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-164,216,4,0,1998,27,0.0,PHX,5,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,85,18,1,0,1998,8,0.0,SAC,525,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,SAC,439,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,149,57,1,0,1998,15,0.0,SAC,321,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,SAC,170,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,SAC,21,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-106,-23,2,0,1998,10,1.0,SAC,409,True,False,False,False,False,True,False,False,1,0
Hook Shot,Hook Shot,-6,68,2,0,1998,6,0.0,SAC,223,True,False,False,False,True,False,False,False,1,0
Jump Shot,Jump Shot,149,216,3,0,1998,26,1.0,SAC,638,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-106,57,3,0,1998,12,0.0,SAC,544,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,108,14,3,0,1998,10,0.0,SAC,89,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-134,-1,3,0,1998,13,1.0,SAC,52,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,63,46,4,0,1998,7,1.0,SAC,427,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-186,14,4,0,1998,18,1.0,SAC,402,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,NYK,676,True,False,False,False,False,False,True,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,NYK,550,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,158,119,1,0,1998,19,0.0,NYK,520,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,136,-8,1,0,1998,13,0.0,NYK,453,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,78,194,1,0,1998,20,0.0,NYK,269,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,179,-18,1,0,1998,17,1.0,NYK,176,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,46,1,0,1998,15,1.0,NYK,68,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-149,85,1,0,1998,17,1.0,NYK,3,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-158,-18,2,0,1998,15,1.0,NYK,138,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,-23,3,0,1998,13,1.0,NYK,479,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,42,46,3,0,1998,6,0.0,NYK,419,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-113,113,3,0,1998,15,1.0,NYK,391,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-164,-23,3,0,1998,16,0.0,NYK,282,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,121,3,4,0,1998,12,1.0,NYK,415,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,4,0,1998,0,0.0,NYK,285,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,85,141,4,0,1998,16,0.0,NYK,260,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,NYK,95,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-48,53,4,0,1998,7,1.0,NYK,49,True,False,False,False,False,True,False,False,1,0
Running Jump Shot,Jump Shot,143,113,1,0,1998,18,1.0,VAN,463,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-192,179,1,0,1998,26,0.0,VAN,427,False,True,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,VAN,375,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,VAN,157,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,158,57,2,0,1998,16,0.0,VAN,451,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,70,18,2,0,1998,7,0.0,VAN,362,True,False,False,False,False,True,False,False,1,0
Tip Shot,Tip Shot,0,0,2,0,1998,0,0.0,VAN,217,True,False,False,False,False,False,False,True,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,1.0,VAN,684,True,False,False,False,False,False,True,False,1,0
Driving Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,VAN,594,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-128,156,3,0,1998,20,0.0,VAN,397,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,108,36,3,0,1998,11,0.0,VAN,334,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,149,63,3,0,1998,16,1.0,VAN,274,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,1.0,PHX,654,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,179,143,1,0,1998,22,0.0,PHX,604,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,121,-16,1,0,1998,12,0.0,PHX,582,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,121,25,1,0,1998,12,0.0,PHX,351,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,1,48,1,0,1998,4,0.0,PHX,107,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,121,10,1,0,1998,12,1.0,PHX,88,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-164,10,2,0,1998,16,0.0,PHX,249,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-63,186,2,0,1998,19,0.0,PHX,49,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,PHX,537,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,149,171,3,0,1998,22,0.0,PHX,446,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,29,48,3,0,1998,5,1.0,PHX,242,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,149,109,3,0,1998,18,0.0,PHX,85,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,4,0,1998,0,1.0,PHX,665,True,False,False,False,False,False,True,False,0,0
Jump Shot,Jump Shot,-171,10,4,0,1998,17,0.0,PHX,527,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-149,-1,4,0,1998,14,1.0,PHX,194,True,False,False,False,False,True,False,False,0,0
Layup Shot,Layup,0,0,4,0,1998,0,0.0,PHX,18,True,False,False,False,False,False,True,False,0,0
Layup Shot,Layup,0,0,1,0,1998,0,0.0,GSW,654,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,1,96,1,0,1998,9,0.0,GSW,538,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,134,1,0,1998,18,0.0,GSW,450,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,1,0,1998,0,0.0,GSW,183,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-128,151,1,0,1998,19,0.0,GSW,151,True,False,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,GSW,332,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-143,-12,2,0,1998,14,0.0,GSW,314,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,2,0,1998,0,0.0,GSW,40,True,False,False,False,False,False,True,False,1,0
Slam Dunk Shot,Dunk,0,0,3,0,1998,0,1.0,GSW,564,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-149,134,3,0,1998,20,1.0,GSW,512,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,143,216,3,0,1998,25,0.0,GSW,442,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,0.0,GSW,508,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,14,57,4,0,1998,5,1.0,GSW,373,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,100,3,4,0,1998,10,1.0,GSW,250,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,DEN,679,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,115,134,1,0,1998,17,0.0,DEN,129,True,False,False,False,False,True,False,False,1,0
Hook Shot,Hook Shot,93,14,1,0,1998,9,0.0,DEN,76,True,False,False,False,True,False,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,DEN,70,True,False,False,True,False,False,False,False,1,0
Jump Shot,Jump Shot,-57,188,3,0,1998,19,0.0,DEN,357,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,115,244,4,0,1998,26,1.0,DEN,659,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-171,179,4,0,1998,24,1.0,DEN,122,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,100,239,4,0,1998,25,1.0,DEN,46,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-76,74,1,0,1998,10,0.0,UTA,662,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,UTA,545,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-199,113,1,0,1998,22,0.0,UTA,83,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,2,0,1998,0,1.0,UTA,288,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,115,-1,2,0,1998,11,1.0,UTA,218,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,115,8,3,0,1998,11,1.0,UTA,674,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,158,-23,3,0,1998,15,0.0,UTA,646,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,3,0,1998,0,0.0,UTA,552,True,False,False,False,False,False,True,False,1,0
Running Jump Shot,Jump Shot,70,179,3,0,1998,19,1.0,UTA,107,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,149,124,4,0,1998,19,0.0,UTA,545,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-6,267,4,0,1998,26,0.0,UTA,183,False,True,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,4,0,1998,0,1.0,UTA,153,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,-128,63,4,0,1998,14,0.0,UTA,83,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,70,48,1,0,1998,8,1.0,SAC,551,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,130,175,1,0,1998,21,1.0,SAC,240,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,51,224,1,0,1998,22,0.0,SAC,222,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-177,186,2,0,1998,25,0.0,SAC,156,False,True,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-98,81,3,0,1998,12,0.0,SAC,684,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-113,98,3,0,1998,14,0.0,SAC,544,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,14,154,3,0,1998,15,1.0,SAC,135,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,70,154,3,0,1998,16,1.0,SAC,39,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,130,119,4,0,1998,17,0.0,SAC,637,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-21,59,4,0,1998,6,1.0,SAC,613,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,164,16,4,0,1998,16,1.0,SAC,573,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-164,115,4,0,1998,20,0.0,SAC,544,True,False,False,False,False,True,False,False,0,0
Jump Shot,Jump Shot,-48,53,4,0,1998,7,1.0,SAC,488,True,False,False,False,False,True,False,False,0,0
Hook Shot,Hook Shot,-48,25,4,0,1998,5,0.0,SAC,142,True,False,False,False,True,False,False,False,0,0
Jump Shot,Jump Shot,108,134,1,0,1998,17,0.0,MIN,656,True,False,False,False,False,True,False,False,1,0
Driving Layup Shot,Layup,0,0,1,0,1998,0,1.0,MIN,230,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,149,201,1,0,1998,25,1.0,MIN,107,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,-177,188,1,0,1998,25,0.0,MIN,43,False,True,False,False,False,True,False,False,1,0
Slam Dunk Shot,Dunk,0,0,2,0,1998,0,1.0,MIN,34,True,False,False,True,False,False,False,False,1,0
Running Jump Shot,Jump Shot,85,113,3,0,1998,14,1.0,MIN,664,True,False,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,93,194,3,0,1998,21,1.0,MIN,501,True,False,False,False,False,True,False,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,0.0,MIN,389,True,False,False,False,False,False,True,False,1,0
Layup Shot,Layup,0,0,3,0,1998,0,1.0,MIN,386,True,False,False,False,False,False,True,False,1,0
Jump Shot,Jump Shot,93,244,3,0,1998,26,0.0,MIN,293,False,True,False,False,False,True,False,False,1,0
Jump Shot,Jump Shot,130,134,4,0,1998,18,0.0,MIN,374,True,False,False,False,False,True,False,False,1,0
