action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_zone_area,shot_zone_basic,opponent,remaining_time,2PT Field Goal,3PT Field Goal,home_court,injury
Jump Shot,Jump Shot,18,95,2,1,2007,9,0.0,Center(C),In The Paint (Non-RA),DEN,137,True,False,0,0
Tip Shot,Tip Shot,0,0,2,1,2007,0,0.0,Center(C),Restricted Area,DEN,135,True,False,0,0
Jump Shot,Jump Shot,-199,173,2,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,DEN,43,False,True,0,0
Jump Shot,Jump Shot,95,23,3,1,2007,9,1.0,Right Side(R),Mid-Range,DEN,616,True,False,0,0
Jump Shot,Jump Shot,-161,332,3,1,2007,36,0.0,Left Side Center(LC),Above the Break 3,DEN,216,False,True,0,0
Jump Shot,Jump Shot,200,161,3,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,DEN,120,False,True,0,0
Turnaround Jump Shot,Jump Shot,-3,176,4,1,2007,17,1.0,Center(C),Mid-Range,DEN,331,True,False,0,0
Driving Finger Roll Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,DEN,240,True,False,0,0
Jump Shot,Jump Shot,71,202,4,1,2007,21,1.0,Right Side Center(RC),Mid-Range,DEN,190,True,False,0,0
Jump Shot,Jump Shot,166,138,4,1,2007,21,0.0,Right Side Center(RC),Mid-Range,DEN,92,True,False,0,0
Running Bank shot,Bank Shot,92,49,4,1,2007,10,1.0,Right Side(R),Mid-Range,DEN,40,True,False,0,0
Jump Shot,Jump Shot,-52,76,1,1,2007,9,1.0,Left Side(L),In The Paint (Non-RA),UTA,621,True,False,1,0
Slam Dunk Shot,Dunk,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,UTA,524,True,False,1,0
Turnaround Jump Shot,Jump Shot,-23,26,1,1,2007,3,1.0,Center(C),Restricted Area,UTA,324,True,False,1,0
Jump Shot,Jump Shot,123,227,1,1,2007,25,1.0,Right Side Center(RC),Above the Break 3,UTA,33,False,True,1,0
Driving Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,UTA,0,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,UTA,457,True,False,1,0
Running Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,UTA,401,True,False,1,0
Jump Shot,Jump Shot,-62,10,3,1,2007,6,0.0,Center(C),In The Paint (Non-RA),UTA,402,True,False,1,0
Driving Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,218,True,False,1,0
Jump Shot,Jump Shot,-15,209,4,1,2007,20,0.0,Center(C),Mid-Range,UTA,475,True,False,1,0
Jump Shot,Jump Shot,31,127,4,1,2007,13,0.0,Center(C),In The Paint (Non-RA),UTA,416,True,False,1,0
Jump Shot,Jump Shot,-25,99,4,1,2007,10,0.0,Center(C),In The Paint (Non-RA),UTA,290,True,False,1,0
Jump Shot,Jump Shot,103,169,4,1,2007,19,0.0,Right Side Center(RC),Mid-Range,UTA,165,True,False,1,0
Layup Shot,Layup,0,0,4,1,2007,0,0.0,Center(C),Restricted Area,UTA,119,True,False,1,0
Driving Reverse Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,UTA,617,True,False,1,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,UTA,485,True,False,1,0
Jump Shot,Jump Shot,-171,179,1,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,UTA,72,False,True,1,0
Reverse Layup Shot,Layup,0,0,2,1,2007,0,0.0,Center(C),Restricted Area,UTA,101,True,False,1,0
Fadeaway Bank shot,Jump Shot,-82,-3,2,1,2007,8,1.0,Left Side(L),Mid-Range,UTA,73,True,False,1,0
Driving Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,635,True,False,1,0
Jump Shot,Jump Shot,-110,155,3,1,2007,19,0.0,Left Side Center(LC),Mid-Range,UTA,486,True,False,1,0
Turnaround Jump Shot,Jump Shot,-26,22,3,1,2007,3,1.0,Center(C),Restricted Area,UTA,440,True,False,1,0
Turnaround Jump Shot,Jump Shot,87,-21,3,1,2007,8,1.0,Right Side(R),Mid-Range,UTA,346,True,False,1,0
Fadeaway Bank shot,Jump Shot,-120,8,3,1,2007,12,1.0,Left Side(L),Mid-Range,UTA,278,True,False,1,0
Turnaround Jump Shot,Jump Shot,-43,59,3,1,2007,7,1.0,Center(C),In The Paint (Non-RA),UTA,192,True,False,1,0
Hook Shot,Hook Shot,82,20,4,1,2007,8,0.0,Right Side(R),Mid-Range,UTA,188,True,False,1,0
Jump Shot,Jump Shot,-200,89,4,1,2007,21,0.0,Left Side(L),Mid-Range,UTA,91,True,False,1,0
Jump Shot,Jump Shot,41,56,1,1,2007,6,0.0,Center(C),In The Paint (Non-RA),UTA,595,True,False,0,0
Jump Shot,Jump Shot,-117,68,1,1,2007,13,0.0,Left Side(L),Mid-Range,UTA,524,True,False,0,0
Jump Shot,Jump Shot,174,187,1,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,UTA,50,False,True,0,0
Jump Shot,Jump Shot,-133,102,2,1,2007,16,1.0,Left Side Center(LC),Mid-Range,UTA,484,True,False,0,0
Jump Shot,Jump Shot,187,166,2,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,UTA,192,False,True,0,0
Jump Shot,Jump Shot,-169,189,3,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,UTA,642,False,True,0,0
Driving Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,472,True,False,0,0
Running Jump Shot,Jump Shot,-11,61,3,1,2007,6,1.0,Center(C),In The Paint (Non-RA),UTA,431,True,False,0,0
Driving Dunk Shot,Dunk,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,364,True,False,0,0
Jump Shot,Jump Shot,-72,201,3,1,2007,21,1.0,Left Side Center(LC),Mid-Range,UTA,321,True,False,0,0
Reverse Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,200,True,False,0,0
Jump Shot,Jump Shot,-146,204,3,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,UTA,85,False,True,0,0
Jump Shot,Jump Shot,156,140,4,1,2007,20,1.0,Right Side Center(RC),Mid-Range,UTA,528,True,False,0,0
Jump Shot,Jump Shot,123,140,4,1,2007,18,0.0,Right Side Center(RC),Mid-Range,UTA,417,True,False,0,0
Dunk Shot,Dunk,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,UTA,296,True,False,0,0
Jump Shot,Jump Shot,-113,222,4,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,UTA,135,False,True,0,0
Jump Shot,Jump Shot,-204,163,4,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,UTA,4,False,True,0,0
Driving Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,UTA,700,True,False,0,0
Jump Shot,Jump Shot,141,48,1,1,2007,14,0.0,Right Side(R),Mid-Range,UTA,668,True,False,0,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,UTA,507,True,False,0,0
Jump Shot,Jump Shot,166,191,1,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,UTA,488,False,True,0,0
Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,UTA,481,True,False,0,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,UTA,265,True,False,0,0
Turnaround Jump Shot,Jump Shot,-2,71,1,1,2007,7,1.0,Center(C),In The Paint (Non-RA),UTA,179,True,False,0,0
Jump Shot,Jump Shot,-133,224,1,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,UTA,97,False,True,0,0
Jump Shot,Jump Shot,125,127,2,1,2007,17,0.0,Right Side Center(RC),Mid-Range,UTA,338,True,False,0,0
Running Jump Shot,Jump Shot,5,43,2,1,2007,4,1.0,Center(C),In The Paint (Non-RA),UTA,258,True,False,0,0
Jump Shot,Jump Shot,135,204,2,1,2007,24,1.0,Right Side Center(RC),Above the Break 3,UTA,116,False,True,0,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,UTA,9,True,False,0,0
Jump Shot,Jump Shot,194,146,3,1,2007,24,0.0,Right Side Center(RC),Above the Break 3,UTA,642,False,True,0,0
Turnaround Jump Shot,Jump Shot,-8,41,3,1,2007,4,1.0,Center(C),In The Paint (Non-RA),UTA,543,True,False,0,0
Jump Shot,Jump Shot,186,25,3,1,2007,18,1.0,Right Side(R),Mid-Range,UTA,288,True,False,0,0
Jump Shot,Jump Shot,-11,58,3,1,2007,5,0.0,Center(C),In The Paint (Non-RA),UTA,122,True,False,0,0
Jump Shot,Jump Shot,179,164,4,1,2007,24,0.0,Right Side Center(RC),Above the Break 3,UTA,246,False,True,0,0
Jump Shot,Jump Shot,-2,250,4,1,2007,25,0.0,Center(C),Above the Break 3,UTA,134,False,True,0,0
Running Jump Shot,Jump Shot,46,92,4,1,2007,10,1.0,Center(C),In The Paint (Non-RA),UTA,85,True,False,0,0
Layup Shot,Layup,0,0,4,1,2007,0,0.0,Center(C),Restricted Area,UTA,5,True,False,0,0
Layup Shot,Layup,0,0,5,1,2007,0,0.0,Center(C),Restricted Area,UTA,231,True,False,0,0
Layup Shot,Layup,0,0,5,1,2007,0,0.0,Center(C),Restricted Area,UTA,125,True,False,0,0
Jump Shot,Jump Shot,210,112,5,1,2007,23,0.0,Right Side Center(RC),Above the Break 3,UTA,119,False,True,0,0
Driving Layup Shot,Layup,0,0,5,1,2007,0,1.0,Center(C),Restricted Area,UTA,81,True,False,0,0
Layup Shot,Layup,0,0,5,1,2007,0,0.0,Center(C),Restricted Area,UTA,30,True,False,0,0
Jump Shot,Jump Shot,-13,247,5,1,2007,24,0.0,Center(C),Above the Break 3,UTA,6,False,True,0,0
Jump Shot,Jump Shot,-204,143,1,1,2007,24,1.0,Left Side Center(LC),Above the Break 3,UTA,702,False,True,1,0
Jump Shot,Jump Shot,-28,138,1,1,2007,14,1.0,Center(C),In The Paint (Non-RA),UTA,672,True,False,1,0
Turnaround Jump Shot,Jump Shot,154,8,1,1,2007,15,0.0,Right Side(R),Mid-Range,UTA,643,True,False,1,0
Jump Shot,Jump Shot,-79,100,1,1,2007,12,1.0,Left Side(L),In The Paint (Non-RA),UTA,462,True,False,1,0
Jump Shot,Jump Shot,-3,192,1,1,2007,19,0.0,Center(C),Mid-Range,UTA,373,True,False,1,0
Jump Shot,Jump Shot,74,212,1,1,2007,22,0.0,Right Side Center(RC),Mid-Range,UTA,155,True,False,1,0
Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,UTA,32,True,False,1,0
Driving Layup Shot,Layup,0,0,3,1,2007,0,1.0,Center(C),Restricted Area,UTA,395,True,False,1,0
Running Bank shot,Bank Shot,61,30,3,1,2007,6,1.0,Center(C),In The Paint (Non-RA),UTA,94,True,False,1,0
Jump Shot,Jump Shot,167,196,3,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,UTA,62,False,True,1,0
Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,UTA,678,True,False,0,0
Jump Shot,Jump Shot,186,-13,1,1,2007,18,0.0,Right Side(R),Mid-Range,UTA,247,True,False,0,0
Running Jump Shot,Jump Shot,57,36,1,1,2007,6,1.0,Center(C),In The Paint (Non-RA),UTA,186,True,False,0,0
Layup Shot,Layup,0,0,1,1,2007,0,0.0,Center(C),Restricted Area,UTA,88,True,False,0,0
Jump Shot,Jump Shot,-87,220,2,1,2007,23,0.0,Left Side Center(LC),Mid-Range,UTA,380,False,True,0,0
Slam Dunk Shot,Dunk,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,UTA,350,True,False,0,0
Jump Shot,Jump Shot,20,71,2,1,2007,7,0.0,Center(C),In The Paint (Non-RA),UTA,45,True,False,0,0
Jump Shot,Jump Shot,-168,2,3,1,2007,16,0.0,Left Side(L),Mid-Range,UTA,679,True,False,0,0
Jump Shot,Jump Shot,-20,150,3,1,2007,15,0.0,Center(C),Mid-Range,UTA,586,True,False,0,0
Jump Shot,Jump Shot,87,117,3,1,2007,14,1.0,Right Side(R),Mid-Range,UTA,560,True,False,0,0
Jump Shot,Jump Shot,89,153,3,1,2007,17,1.0,Right Side Center(RC),Mid-Range,UTA,100,True,False,0,0
Turnaround Jump Shot,Jump Shot,97,122,3,1,2007,15,0.0,Right Side(R),Mid-Range,UTA,34,True,False,0,0
Running Jump Shot,Jump Shot,67,18,3,1,2007,6,1.0,Center(C),In The Paint (Non-RA),UTA,4,True,False,0,0
Jump Bank Shot,Jump Shot,-128,184,4,1,2007,22,1.0,Left Side Center(LC),Mid-Range,UTA,261,True,False,0,0
Jump Shot,Jump Shot,-92,161,4,1,2007,18,0.0,Left Side Center(LC),Mid-Range,UTA,95,True,False,0,0
Layup Shot,Layup,0,0,4,1,2007,0,0.0,Center(C),Restricted Area,UTA,42,True,False,0,0
Jump Shot,Jump Shot,-141,18,1,1,2007,14,0.0,Left Side(L),Mid-Range,SAS,702,True,False,1,0
Jump Shot,Jump Shot,75,174,2,1,2007,18,0.0,Right Side Center(RC),Mid-Range,SAS,336,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,SAS,89,True,False,1,0
Jump Shot,Jump Shot,85,196,3,1,2007,21,0.0,Right Side Center(RC),Mid-Range,SAS,587,True,False,1,0
Jump Shot,Jump Shot,-2,150,3,1,2007,15,1.0,Center(C),Mid-Range,SAS,472,True,False,1,0
Jump Shot,Jump Shot,100,148,3,1,2007,17,0.0,Right Side Center(RC),Mid-Range,SAS,391,True,False,1,0
Jump Shot,Jump Shot,-95,171,3,1,2007,19,1.0,Left Side Center(LC),Mid-Range,SAS,332,True,False,1,0
Jump Shot,Jump Shot,-225,99,3,1,2007,24,1.0,Left Side Center(LC),Above the Break 3,SAS,272,False,True,1,0
Jump Shot,Jump Shot,-207,135,3,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,SAS,203,False,True,1,0
Layup Shot,Layup,0,0,3,1,2007,0,0.0,Center(C),Restricted Area,SAS,167,True,False,1,0
Jump Bank Shot,Jump Shot,84,69,3,1,2007,10,1.0,Right Side(R),Mid-Range,SAS,57,True,False,1,0
Jump Shot,Jump Shot,148,217,4,1,2007,26,0.0,Right Side Center(RC),Above the Break 3,SAS,699,False,True,1,0
Driving Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,SAS,668,True,False,1,0
Jump Shot,Jump Shot,-29,31,4,1,2007,4,1.0,Center(C),In The Paint (Non-RA),SAS,506,True,False,1,0
Running Jump Shot,Jump Shot,-11,71,4,1,2007,7,1.0,Center(C),In The Paint (Non-RA),SAS,478,True,False,1,0
Jump Shot,Jump Shot,-107,53,4,1,2007,11,0.0,Left Side(L),Mid-Range,SAS,439,True,False,1,0
Jump Shot,Jump Shot,-133,31,4,1,2007,13,0.0,Left Side(L),Mid-Range,SAS,330,True,False,1,0
Jump Shot,Jump Shot,115,105,4,1,2007,15,1.0,Right Side(R),Mid-Range,SAS,137,True,False,1,0
Pullup Jump shot,Jump Shot,-16,87,4,1,2007,8,1.0,Center(C),In The Paint (Non-RA),SAS,23,True,False,1,0
Pullup Jump shot,Jump Shot,1,58,1,1,2007,5,1.0,Center(C),In The Paint (Non-RA),SAS,599,True,False,1,0
Jump Bank Shot,Jump Shot,3,194,1,1,2007,19,1.0,Center(C),Mid-Range,SAS,474,True,False,1,0
Jump Shot,Jump Shot,167,194,1,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,SAS,400,False,True,1,0
Dunk Shot,Dunk,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,SAS,149,True,False,1,0
Pullup Jump shot,Jump Shot,-10,212,1,1,2007,21,1.0,Center(C),Mid-Range,SAS,76,True,False,1,0
Layup Shot,Layup,0,0,2,1,2007,0,0.0,Center(C),Restricted Area,SAS,420,True,False,1,0
Jump Shot,Jump Shot,-23,201,2,1,2007,20,1.0,Center(C),Mid-Range,SAS,367,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,0.0,Center(C),Restricted Area,SAS,257,True,False,1,0
Jump Shot,Jump Shot,163,210,2,1,2007,26,1.0,Right Side Center(RC),Above the Break 3,SAS,189,False,True,1,0
Jump Shot,Jump Shot,143,215,2,1,2007,25,0.0,Right Side Center(RC),Above the Break 3,SAS,154,False,True,1,0
Driving Layup Shot,Layup,29,31,3,1,2007,4,1.0,Center(C),In The Paint (Non-RA),SAS,673,True,False,1,0
Jump Shot,Jump Shot,47,196,3,1,2007,20,1.0,Center(C),Mid-Range,SAS,638,True,False,1,0
Jump Shot,Jump Shot,-95,123,3,1,2007,15,0.0,Left Side(L),Mid-Range,SAS,286,True,False,1,0
Jump Shot,Jump Shot,153,135,1,1,2007,20,1.0,Right Side Center(RC),Mid-Range,SAS,586,True,False,0,0
Jump Shot,Jump Shot,69,189,1,1,2007,20,1.0,Right Side Center(RC),Mid-Range,SAS,552,True,False,0,0
Jump Shot,Jump Shot,-108,125,1,1,2007,16,0.0,Left Side Center(LC),Mid-Range,SAS,422,True,False,0,0
Driving Dunk Shot,Dunk,-6,-1,1,1,2007,0,1.0,Center(C),Restricted Area,SAS,297,True,False,0,0
Jump Shot,Jump Shot,227,7,1,1,2007,22,0.0,Right Side(R),Right Corner 3,SAS,253,False,True,0,0
Driving Layup Shot,Layup,0,5,2,1,2007,0,1.0,Center(C),Restricted Area,SAS,499,True,False,0,0
Jump Shot,Jump Shot,167,69,2,1,2007,18,1.0,Right Side(R),Mid-Range,SAS,433,True,False,0,0
Jump Shot,Jump Shot,-107,118,2,1,2007,15,0.0,Left Side(L),Mid-Range,SAS,208,True,False,0,0
Jump Shot,Jump Shot,187,150,3,1,2007,23,0.0,Right Side Center(RC),Above the Break 3,SAS,412,False,True,0,0
Layup Shot,Layup,16,-3,3,1,2007,1,0.0,Center(C),Restricted Area,SAS,251,True,False,0,0
Driving Slam Dunk Shot,Dunk,-5,8,3,1,2007,0,1.0,Center(C),Restricted Area,SAS,173,True,False,0,0
Jump Shot,Jump Shot,-95,150,3,1,2007,17,0.0,Left Side Center(LC),Mid-Range,SAS,143,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,-82,-1,3,1,2007,8,1.0,Left Side(L),Mid-Range,SAS,57,True,False,0,0
Jump Shot,Jump Shot,120,214,4,1,2007,24,1.0,Right Side Center(RC),Above the Break 3,SAS,399,False,True,0,0
Jump Shot,Jump Shot,-225,107,4,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,SAS,342,False,True,0,0
Jump Shot,Jump Shot,94,230,4,1,2007,24,1.0,Right Side Center(RC),Above the Break 3,SAS,300,False,True,0,0
Jump Shot,Jump Shot,-145,206,4,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,SAS,266,False,True,0,0
Jump Shot,Jump Shot,-158,143,1,1,2007,21,1.0,Left Side Center(LC),Mid-Range,SAS,550,True,False,0,0
Layup Shot,Layup,0,-9,1,1,2007,0,1.0,Center(C),Restricted Area,SAS,523,True,False,0,0
Jump Shot,Jump Shot,-146,0,1,1,2007,14,1.0,Left Side(L),Mid-Range,SAS,355,True,False,0,0
Jump Shot,Jump Shot,-135,84,1,1,2007,15,1.0,Left Side(L),Mid-Range,SAS,306,True,False,0,0
Jump Shot,Jump Shot,-57,238,1,1,2007,24,0.0,Center(C),Above the Break 3,SAS,137,False,True,0,0
Layup Shot,Layup,-8,-5,1,1,2007,0,0.0,Center(C),Restricted Area,SAS,0,True,False,0,0
Jump Shot,Jump Shot,138,99,2,1,2007,16,0.0,Right Side(R),Mid-Range,SAS,469,True,False,0,0
Jump Shot,Jump Shot,-26,161,2,1,2007,16,0.0,Center(C),Mid-Range,SAS,279,True,False,0,0
Jump Shot,Jump Shot,-89,117,2,1,2007,14,0.0,Left Side(L),Mid-Range,SAS,243,True,False,0,0
Jump Shot,Jump Shot,136,138,2,1,2007,19,1.0,Right Side Center(RC),Mid-Range,SAS,89,True,False,0,0
Jump Shot,Jump Shot,90,143,2,1,2007,16,1.0,Right Side Center(RC),Mid-Range,SAS,1,True,False,0,0
Driving Jump shot,Jump Shot,-15,49,3,1,2007,5,0.0,Center(C),In The Paint (Non-RA),SAS,698,True,False,0,0
Driving Layup Shot,Layup,-20,18,3,1,2007,2,1.0,Center(C),Restricted Area,SAS,633,True,False,0,0
Layup Shot,Layup,0,12,3,1,2007,1,1.0,Center(C),Restricted Area,SAS,606,True,False,0,0
Jump Shot,Jump Shot,-172,74,3,1,2007,18,0.0,Left Side(L),Mid-Range,SAS,322,True,False,0,0
Reverse Slam Dunk Shot,Dunk,0,12,3,1,2007,1,1.0,Center(C),Restricted Area,SAS,208,True,False,0,0
Jump Shot,Jump Shot,-107,22,3,1,2007,10,0.0,Left Side(L),Mid-Range,SAS,176,True,False,0,0
Jump Shot,Jump Shot,-166,102,3,1,2007,19,0.0,Left Side(L),Mid-Range,SAS,98,True,False,0,0
Driving Dunk Shot,Dunk,3,20,3,1,2007,2,1.0,Center(C),Restricted Area,SAS,72,True,False,0,0
Jump Shot,Jump Shot,-161,140,4,1,2007,21,1.0,Left Side Center(LC),Mid-Range,SAS,587,True,False,0,0
Jump Shot,Jump Shot,-202,64,4,1,2007,21,1.0,Left Side(L),Mid-Range,SAS,511,True,False,0,0
Jump Shot,Jump Shot,-94,141,4,1,2007,16,0.0,Left Side Center(LC),Mid-Range,SAS,474,True,False,0,0
Jump Shot,Jump Shot,-49,84,4,1,2007,9,0.0,Left Side(L),In The Paint (Non-RA),SAS,383,True,False,0,0
Dunk Shot,Dunk,-6,10,4,1,2007,1,1.0,Center(C),Restricted Area,SAS,209,True,False,0,0
Jump Shot,Jump Shot,-87,17,4,1,2007,8,0.0,Left Side(L),Mid-Range,SAS,56,True,False,0,0
Layup Shot,Layup,3,2,4,1,2007,0,0.0,Center(C),Restricted Area,SAS,33,True,False,0,0
Fadeaway Jump Shot,Jump Shot,-133,91,4,1,2007,16,0.0,Left Side(L),Mid-Range,SAS,3,True,False,0,0
Jump Shot,Jump Shot,-11,199,1,1,2007,19,0.0,Center(C),Mid-Range,SAS,676,True,False,1,0
Driving Jump shot,Jump Shot,67,132,1,1,2007,14,1.0,Center(C),In The Paint (Non-RA),SAS,544,True,False,1,0
Driving Layup Shot,Layup,0,0,1,1,2007,0,1.0,Center(C),Restricted Area,SAS,442,True,False,1,0
Jump Shot,Jump Shot,-69,132,1,1,2007,14,0.0,Center(C),In The Paint (Non-RA),SAS,45,True,False,1,0
Jump Shot,Jump Shot,-120,220,2,1,2007,25,0.0,Left Side Center(LC),Above the Break 3,SAS,360,False,True,1,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,SAS,333,True,False,1,0
Jump Shot,Jump Shot,146,76,2,1,2007,16,1.0,Right Side(R),Mid-Range,SAS,218,True,False,1,0
Jump Shot,Jump Shot,-125,233,2,1,2007,26,0.0,Left Side Center(LC),Above the Break 3,SAS,200,False,True,1,0
Driving Finger Roll Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,SAS,132,True,False,1,0
Driving Layup Shot,Layup,0,0,2,1,2007,0,1.0,Center(C),Restricted Area,SAS,5,True,False,1,0
Jump Shot,Jump Shot,-51,155,3,1,2007,16,0.0,Left Side Center(LC),Mid-Range,SAS,579,True,False,1,0
Pullup Jump shot,Jump Shot,16,128,3,1,2007,12,1.0,Center(C),In The Paint (Non-RA),SAS,526,True,False,1,0
Jump Shot,Jump Shot,-77,122,3,1,2007,14,0.0,Left Side(L),In The Paint (Non-RA),SAS,375,True,False,1,0
Jump Shot,Jump Shot,59,133,3,1,2007,14,1.0,Center(C),In The Paint (Non-RA),SAS,319,True,False,1,0
Driving Layup Shot,Layup,0,0,3,1,2007,0,0.0,Center(C),Restricted Area,SAS,185,True,False,1,0
Jump Shot,Jump Shot,138,220,3,1,2007,25,1.0,Right Side Center(RC),Above the Break 3,SAS,102,False,True,1,0
Jump Shot,Jump Shot,34,100,3,1,2007,10,1.0,Center(C),In The Paint (Non-RA),SAS,71,True,False,1,0
Driving Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,SAS,512,True,False,1,0
Jump Shot,Jump Shot,-21,117,4,1,2007,11,1.0,Center(C),In The Paint (Non-RA),SAS,478,True,False,1,0
Jump Shot,Jump Shot,-59,169,4,1,2007,17,0.0,Left Side Center(LC),Mid-Range,SAS,394,True,False,1,0
Jump Shot,Jump Shot,-64,115,4,1,2007,13,0.0,Center(C),In The Paint (Non-RA),SAS,350,True,False,1,0
Fadeaway Jump Shot,Jump Shot,161,7,4,1,2007,16,0.0,Right Side(R),Mid-Range,SAS,241,True,False,1,0
Running Jump Shot,Jump Shot,6,77,4,1,2007,7,1.0,Center(C),In The Paint (Non-RA),SAS,212,True,False,1,0
Jump Shot,Jump Shot,-90,146,4,1,2007,17,0.0,Left Side Center(LC),Mid-Range,SAS,176,True,False,1,0
Fadeaway Jump Shot,Jump Shot,38,140,4,1,2007,14,1.0,Center(C),Mid-Range,SAS,142,True,False,1,0
Driving Layup Shot,Layup,0,0,4,1,2007,0,1.0,Center(C),Restricted Area,SAS,107,True,False,1,0
Turnaround Fadeaway shot,Jump Shot,161,5,1,1,2007,16,0.0,Right Side(R),Mid-Range,BOS,638,True,False,0,0
Jump Shot,Jump Shot,156,51,1,1,2007,16,0.0,Right Side(R),Mid-Range,BOS,391,True,False,0,0
Jump Shot,Jump Shot,-126,138,1,1,2007,18,1.0,Left Side Center(LC),Mid-Range,BOS,312,True,False,0,0
Jump Shot,Jump Shot,-105,186,1,1,2007,21,0.0,Left Side Center(LC),Mid-Range,BOS,205,True,False,0,0
Jump Shot,Jump Shot,-112,140,1,1,2007,17,0.0,Left Side Center(LC),Mid-Range,BOS,183,True,False,0,0
Jump Shot,Jump Shot,-233,23,1,1,2007,23,0.0,Left Side(L),Left Corner 3,BOS,97,False,True,0,0
Fadeaway Jump Shot,Jump Shot,80,63,1,1,2007,10,1.0,Right Side(R),In The Paint (Non-RA),BOS,78,True,False,0,0
Jump Shot,Jump Shot,136,178,3,1,2007,22,1.0,Right Side Center(RC),Mid-Range,BOS,661,True,False,0,0
Jump Shot,Jump Shot,184,51,3,1,2007,19,0.0,Right Side(R),Mid-Range,BOS,620,True,False,0,0
Turnaround Jump Shot,Jump Shot,100,86,3,1,2007,13,1.0,Right Side(R),Mid-Range,BOS,541,True,False,0,0
Running Jump Shot,Jump Shot,123,15,3,1,2007,12,1.0,Right Side(R),Mid-Range,BOS,412,True,False,0,0
Jump Shot,Jump Shot,3,194,3,1,2007,19,0.0,Center(C),Mid-Range,BOS,389,True,False,0,0
Jump Shot,Jump Shot,-125,82,3,1,2007,14,0.0,Left Side(L),Mid-Range,BOS,362,True,False,0,0
Jump Shot,Jump Shot,66,58,3,1,2007,8,0.0,Right Side(R),In The Paint (Non-RA),BOS,291,True,False,0,0
Alley Oop Dunk Shot,Dunk,-6,2,3,1,2007,0,1.0,Center(C),Restricted Area,BOS,187,True,False,0,0
Turnaround Fadeaway shot,Jump Shot,194,12,3,1,2007,19,1.0,Right Side(R),Mid-Range,BOS,148,True,False,0,0
Jump Shot,Jump Shot,-131,204,3,1,2007,24,0.0,Left Side Center(LC),Above the Break 3,BOS,29,False,True,0,0
Jump Bank Shot,Jump Shot,-122,15,4,1,2007,12,1.0,Left Side(L),Mid-Range,BOS,706,True,False,0,0
Jump Shot,Jump Shot,-34,8,4,1,2007,3,0.0,Center(C),Restricted Area,BOS,245,True,False,0,0
